Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume,Classification
2.34,128.77,13.60,0.21,0.60,21086.00,14592.00,13805.20,10374.00,2782.51,393984.00,90.00,127.95,13.84,4.46,0.55,0.14,
1.57,129.62,13.70,0.17,0.36,22664.00,17228.40,16930.60,12400.00,2802.49,310111.00,58.00,128.79,13.94,4.49,0.62,0.09,
0.31,129.79,14.03,0.16,0.40,19770.00,15184.00,13706.00,13485.00,2649.84,60736.00,18.00,128.95,14.15,4.19,0.60,0.01,
0.21,129.86,14.18,0.25,0.44,18660.00,15421.70,13622.00,13622.00,2294.58,46265.00,14.00,128.99,14.27,4.57,0.73,0.01,
0.81,129.73,14.42,0.54,0.31,22465.00,16799.00,14846.20,13559.00,3079.74,167990.00,38.00,128.82,14.60,4.67,0.71,0.04,
6.51,135.61,9.66,0.47,0.34,29296.00,15861.50,14475.70,9638.00,4365.73,1554430.00,258.00,135.22,10.29,0.92,0.53,0.60,
0.48,135.16,10.53,0.07,0.00,16424.00,13410.00,11853.20,11081.00,1868.35,67050.00,22.00,134.73,10.62,1.42,0.59,0.01,
3.57,132.08,10.68,0.13,0.67,23765.00,13999.50,12987.70,9320.00,3071.03,615980.00,144.00,131.61,11.01,1.32,0.52,0.24,
2.06,133.64,11.94,0.23,0.57,19143.00,13960.30,13503.80,10006.00,2378.77,362967.00,86.00,133.08,12.21,0.74,0.62,0.13,
2.59,134.27,11.59,0.25,0.61,22096.00,15235.90,14239.90,11106.00,3030.37,533257.00,100.00,133.73,11.95,1.57,0.66,0.21,
2.87,135.09,10.56,0.29,0.63,22451.00,14240.80,13175.70,10148.00,3199.12,569632.00,116.00,134.64,10.92,1.00,0.60,0.21,
4.20,134.07,10.88,0.39,0.32,23296.00,13903.80,13204.20,10248.00,2759.07,667381.00,168.00,133.58,11.42,1.38,0.41,0.21,
0.38,133.78,11.09,0.32,0.46,15513.00,13704.50,13280.30,12049.00,1251.38,54818.00,18.00,133.29,11.25,1.74,0.69,0.01,
1.10,135.92,9.94,0.30,0.46,19589.00,15116.40,14421.30,11807.00,2121.70,136048.00,36.00,135.53,10.19,1.88,0.63,0.05,
0.41,136.12,9.90,0.25,0.44,16546.00,13994.00,11226.00,11226.00,2177.25,41982.00,14.00,135.73,10.03,2.14,0.68,0.01,
2.77,136.57,9.94,0.25,0.54,17848.00,13394.30,13128.20,9684.00,2053.63,428618.00,112.00,136.17,10.24,1.65,0.52,0.16,
1.73,135.91,10.36,0.30,0.57,26702.00,15092.10,13522.60,10862.00,4347.12,347118.00,68.00,135.48,10.68,2.02,0.71,0.13,
2.95,132.91,11.82,0.25,0.65,24392.00,15209.80,14336.80,10844.00,3505.10,577973.00,122.00,132.33,12.31,1.88,0.58,0.21,
0.57,133.67,10.57,0.44,0.41,16245.00,11872.00,11369.30,9710.00,2177.53,71232.00,26.00,133.23,10.80,1.05,0.67,0.02,
1.98,132.99,11.18,0.12,0.68,18645.00,14911.40,14407.20,11735.00,1904.08,313140.00,78.00,132.48,11.47,2.21,0.56,0.11,
1.23,96.97,20.47,0.49,0.37,26513.00,17736.80,17467.00,13280.00,3569.84,230579.00,44.00,94.72,20.79,0.27,0.70,0.08,
2.10,100.51,23.26,0.41,0.44,44632.00,22516.50,21273.90,16426.00,5400.22,585429.00,82.00,97.68,23.69,0.27,0.65,0.15,
0.98,99.62,23.82,0.33,0.59,22373.00,17830.90,17530.60,13390.00,2897.68,196140.00,42.00,96.66,24.08,0.32,0.75,0.06,
0.96,96.70,19.26,0.30,0.52,19194.00,14879.90,13412.70,11939.00,2233.60,163679.00,44.00,94.72,19.47,0.59,0.64,0.05,
0.47,99.91,20.48,0.44,0.21,19937.00,15062.30,13634.40,12734.00,2848.85,60249.00,18.00,97.74,20.66,1.59,0.64,0.02,
1.50,98.14,20.68,0.51,0.35,31113.00,19769.40,19377.10,13945.00,3952.00,355849.00,58.00,95.83,21.14,0.54,0.74,0.11,
0.48,100.44,24.38,0.84,0.10,20377.00,17374.90,16470.80,15451.00,1673.53,121624.00,26.00,97.35,24.70,0.45,0.85,0.02,
2.03,103.01,30.52,0.36,0.50,27985.00,16445.20,15076.90,10314.00,4485.68,427575.00,86.00,98.22,31.05,0.78,0.65,0.14,
0.26,102.73,31.04,0.25,0.44,15124.00,13963.70,12295.00,12295.00,1209.57,41891.00,14.00,97.89,31.16,0.57,0.77,0.01,
3.19,102.71,32.92,0.35,0.49,35279.00,17662.60,15901.90,11315.00,5339.60,918453.00,126.00,97.10,33.46,0.66,0.68,0.30,
0.49,102.89,35.31,0.40,0.27,19398.00,14318.40,12702.80,9876.00,3344.49,100229.00,28.00,96.56,35.53,0.44,0.88,0.03,
2.02,97.23,20.63,0.40,0.37,29532.00,17508.00,15929.20,13106.00,4325.91,420193.00,78.00,94.95,20.91,0.90,0.60,0.13,
0.25,99.05,22.11,0.27,0.00,16530.00,14365.00,13152.00,13152.00,1534.59,43095.00,14.00,96.53,22.20,0.29,0.74,0.01,
2.31,99.66,23.25,0.17,0.57,25645.00,17786.80,17192.60,13420.00,3058.81,462456.00,90.00,96.81,23.62,0.91,0.55,0.13,
0.26,99.16,22.23,0.39,0.47,18991.00,15732.00,13061.00,13061.00,2456.36,47196.00,14.00,96.60,22.41,0.75,0.82,0.01,
0.41,99.36,22.36,0.55,0.18,20632.00,15599.70,14338.00,13374.00,2456.64,93598.00,26.00,96.75,22.60,1.35,0.66,0.01,
2.91,100.33,23.67,0.27,0.67,32650.00,21649.80,20773.00,16477.00,3867.59,606193.00,96.00,97.41,24.02,0.88,0.53,0.18,
0.23,99.66,24.30,0.25,0.44,15944.00,15045.00,13703.00,13703.00,967.02,45135.00,14.00,96.63,24.38,0.34,0.72,0.01,
1.89,99.79,24.44,0.34,0.57,25436.00,16912.80,15770.90,12275.00,3171.89,422819.00,78.00,96.68,24.72,0.62,0.64,0.12,
2.33,102.00,35.11,0.33,0.33,18901.00,12787.70,11981.10,9999.00,2159.49,383631.00,104.00,95.61,35.54,0.69,0.52,0.13,
2.10,95.95,18.55,0.17,0.64,23416.00,15702.90,14931.60,10788.00,2992.85,392573.00,82.00,94.06,18.92,0.97,0.63,0.14,
0.94,95.41,18.32,0.09,0.73,12553.00,10829.70,10196.80,9537.00,954.81,140786.00,48.00,93.60,18.47,1.21,0.52,0.03,
3.78,98.29,20.91,0.23,0.65,30390.00,18876.80,16937.30,13912.00,4397.80,1000470.00,154.00,95.92,21.42,0.95,0.56,0.29,
0.90,97.79,21.42,0.32,0.45,21845.00,17707.80,15935.10,13667.00,2670.52,159370.00,38.00,95.35,21.70,0.53,0.64,0.04,
0.41,98.14,21.80,0.16,0.84,21370.00,17825.30,15570.00,15105.00,2594.69,71301.00,18.00,95.65,21.93,0.95,0.75,0.02,
0.34,97.62,21.46,0.54,0.15,18726.00,15099.60,13748.10,13349.00,1904.69,75498.00,20.00,95.19,21.58,1.72,0.70,0.01,
0.19,97.52,21.22,0.12,0.93,16423.00,14894.70,12507.00,12507.00,1710.28,44684.00,14.00,95.15,21.30,1.94,0.72,0.00,
2.13,97.55,21.85,0.24,0.37,19769.00,15220.00,14820.40,11489.00,2211.91,410939.00,90.00,95.00,22.15,1.10,0.55,0.12,
5.44,102.44,28.56,0.16,0.74,30074.00,17200.20,16599.50,10019.00,4479.07,1358820.00,210.00,98.24,29.01,1.05,0.53,0.46,
3.70,102.15,31.19,0.14,0.78,35631.00,19305.30,17970.10,10925.00,5635.23,1100400.00,138.00,97.15,31.56,0.99,0.68,0.37,
0.71,102.71,31.80,0.48,0.36,17464.00,15235.40,14429.40,13050.00,1630.74,137119.00,34.00,97.57,32.08,1.11,0.75,0.04,
4.98,97.03,19.66,0.27,0.63,39291.00,19221.90,16578.90,12982.00,6610.22,1653090.00,208.00,94.88,20.24,1.64,0.60,0.49,
3.84,100.65,23.58,0.13,0.83,29005.00,20181.00,19064.10,16591.00,3557.86,807241.00,140.00,97.71,24.14,1.27,0.46,0.22,
1.99,100.02,24.59,0.37,0.40,40473.00,18898.00,18070.50,12360.00,5271.56,548042.00,82.00,96.87,24.89,1.43,0.71,0.16,
2.57,100.61,24.43,0.57,0.28,27304.00,18433.30,17462.50,14893.00,2961.46,589866.00,106.00,97.46,24.91,1.16,0.53,0.15,
0.49,101.69,26.32,0.21,0.42,16439.00,13131.60,11143.90,9922.00,2697.14,65658.00,22.00,98.16,26.54,0.52,0.72,0.02,
1.44,101.88,26.38,0.39,0.45,22858.00,16758.50,14741.50,12036.00,3364.31,251377.00,54.00,98.30,26.74,1.20,0.70,0.09,
4.87,103.22,30.42,0.32,0.41,29842.00,16829.10,16027.80,11799.00,3275.45,1127550.00,208.00,98.40,31.14,1.55,0.48,0.34,
2.15,103.51,31.65,0.28,0.47,25905.00,16295.60,15419.40,11156.00,3228.28,456276.00,88.00,98.42,32.02,1.13,0.61,0.14,
1.22,102.53,32.00,0.24,0.16,16615.00,14982.20,14606.50,13441.00,1130.66,194769.00,52.00,97.29,32.33,1.55,0.51,0.05,
0.28,102.56,32.94,0.39,0.38,17140.00,14292.30,13202.80,12975.00,1673.84,57169.00,18.00,97.08,33.04,1.41,0.72,0.01,
0.31,104.26,32.80,0.25,0.44,13381.00,12125.70,10543.00,10543.00,1181.50,36377.00,14.00,98.91,32.95,0.37,0.64,0.01,
7.64,104.39,32.52,0.48,0.38,32715.00,18140.50,16700.40,10189.00,4938.83,1868470.00,308.00,99.01,33.06,1.60,0.44,0.57,
0.81,104.65,32.15,0.18,0.64,20306.00,15290.10,13524.10,13277.00,2171.03,137611.00,34.00,99.50,32.35,2.18,0.56,0.03,
0.35,104.88,32.48,0.44,0.21,18102.00,15418.80,14026.20,13643.00,1766.08,61675.00,18.00,99.65,32.65,2.20,0.69,0.01,
0.47,104.20,34.27,0.16,0.40,19097.00,14300.50,13089.40,11703.00,2836.88,57202.00,18.00,98.33,34.45,0.75,0.70,0.02,
2.45,103.42,34.13,0.11,0.78,23203.00,16145.70,15716.40,10838.00,2880.33,484370.00,98.00,97.51,34.43,1.27,0.56,0.15,
0.92,102.68,34.14,0.13,0.66,14784.00,13275.00,13051.80,10928.00,1057.73,185850.00,56.00,96.72,34.47,1.41,0.48,0.03,
0.29,103.79,34.26,0.25,0.44,19312.00,18323.00,16442.00,16442.00,1330.66,54969.00,14.00,97.89,34.42,2.37,0.73,0.01,
1.48,104.98,34.86,0.29,0.64,18669.00,13722.30,13188.10,10874.00,1881.24,247001.00,66.00,98.91,35.15,1.37,0.62,0.08,
1.73,103.32,36.30,0.43,0.44,23979.00,17787.50,17304.30,12355.00,3940.96,409113.00,66.00,96.60,36.65,1.35,0.75,0.14,
5.28,105.42,36.45,0.21,0.56,31334.00,16896.90,15359.80,9697.00,5018.65,1317960.00,210.00,98.65,37.13,1.40,0.56,0.47,
0.26,114.25,18.42,0.25,0.44,13839.00,11580.70,9421.00,9421.00,1804.99,34742.00,14.00,112.73,18.53,0.95,0.70,0.01,
1.73,113.69,18.60,0.17,0.61,19442.00,13940.30,13949.60,8790.00,2446.02,278806.00,72.00,112.10,18.87,1.67,0.59,0.10,
0.66,96.55,19.01,0.59,0.24,19172.00,15722.60,14643.00,13703.00,1920.02,125781.00,32.00,94.61,19.22,1.66,0.85,0.04,
2.24,98.08,22.32,0.26,0.69,33433.00,20026.10,17933.90,12215.00,5114.16,640835.00,86.00,95.42,22.64,1.33,0.74,0.20,
0.45,98.37,22.26,0.32,0.46,19715.00,17988.50,16946.00,16606.00,1270.47,71954.00,18.00,95.78,22.38,1.12,0.77,0.02,
1.15,101.74,24.97,0.13,0.58,22886.00,16760.00,14819.00,13499.00,2937.79,217880.00,48.00,98.57,25.17,1.64,0.65,0.06,
0.41,102.00,24.61,0.26,0.70,18442.00,14648.40,12480.50,11892.00,2434.28,73242.00,20.00,98.93,24.77,1.56,0.74,0.02,
3.34,100.05,26.04,0.37,0.48,27372.00,15919.40,14475.40,11267.00,3920.16,604939.00,128.00,96.42,26.69,1.39,0.47,0.19,
0.48,99.81,25.93,0.18,0.48,14749.00,13074.30,12264.30,11436.00,1313.87,78446.00,26.00,96.33,26.07,1.72,0.55,0.01,
0.85,102.55,26.67,0.45,0.42,20863.00,14479.40,13563.70,11792.00,2502.40,144794.00,40.00,98.93,26.93,1.79,0.66,0.04,
2.37,100.72,29.25,0.27,0.49,29273.00,15024.20,13003.30,10341.00,4424.89,495800.00,96.00,96.28,29.50,1.68,0.67,0.19,
1.23,103.08,33.27,0.48,0.36,26438.00,17301.90,16224.80,13684.00,3375.99,242227.00,52.00,97.42,33.65,1.64,0.66,0.07,
4.62,103.32,35.26,0.23,0.69,34305.00,18292.50,17467.70,11255.00,4640.59,1280480.00,196.00,96.96,35.66,1.47,0.57,0.40,
1.30,105.40,36.16,0.31,0.46,21062.00,14798.10,13392.50,11245.00,2866.92,236770.00,58.00,98.90,36.38,1.64,0.62,0.07,
0.41,99.01,18.68,0.54,0.32,14780.00,12203.80,10854.30,10792.00,1447.03,61019.00,22.00,97.17,18.95,1.44,0.75,0.02,
1.61,98.27,19.19,0.16,0.62,18437.00,14403.80,13727.30,12254.00,1787.06,273673.00,58.00,96.31,19.44,1.99,0.64,0.10,
0.17,99.13,19.03,0.25,0.44,12546.00,11305.30,10371.00,10371.00,913.98,33916.00,14.00,97.26,19.11,1.77,0.64,0.00,
0.90,98.97,18.62,0.12,0.64,17421.00,13214.90,12086.90,10196.00,2390.11,132149.00,38.00,97.13,18.82,2.55,0.65,0.04,
0.14,98.72,19.25,0.39,0.47,13011.00,12480.30,11486.00,11486.00,703.64,37441.00,14.00,96.77,19.37,2.28,0.78,0.00,
0.26,98.88,18.71,0.25,0.44,14707.00,12268.00,10916.00,10916.00,1728.02,36804.00,14.00,97.00,18.93,2.96,0.68,0.01,
0.69,98.35,23.15,0.42,0.44,19865.00,15828.30,14499.70,12636.00,2471.97,110798.00,30.00,95.51,23.38,1.93,0.70,0.03,
1.54,100.84,24.54,0.47,0.40,27572.00,19676.40,18872.20,16209.00,2622.91,354176.00,62.00,97.72,24.83,1.84,0.66,0.10,
0.45,101.10,24.97,0.03,0.96,21158.00,17715.30,15198.00,15198.00,2519.60,53146.00,18.00,97.89,25.14,2.44,0.64,0.01,
0.27,101.30,25.15,0.39,0.47,19790.00,17598.70,14625.00,14625.00,2179.96,52796.00,14.00,98.05,25.33,2.53,0.86,0.01,
1.26,101.26,24.89,0.32,0.17,29147.00,18139.70,16928.10,14598.00,3520.43,235816.00,46.00,98.08,25.09,1.91,0.56,0.06,
1.87,100.36,25.74,0.23,0.63,23972.00,18698.90,18076.10,14107.00,2694.44,373978.00,74.00,96.89,26.06,2.22,0.64,0.12,
0.62,100.26,26.15,0.34,0.26,22807.00,16575.40,15532.80,13496.00,2912.04,116028.00,28.00,96.72,26.35,1.93,0.71,0.03,
0.14,100.63,26.22,0.12,0.93,19292.00,16980.00,14678.00,14678.00,1883.68,50940.00,14.00,97.08,26.28,3.16,0.68,0.00,
0.14,101.37,25.79,0.27,0.00,14582.00,12511.70,11105.00,11105.00,1495.04,37535.00,14.00,98.01,25.86,0.70,0.72,0.00,
2.24,101.50,25.77,0.21,0.82,21098.00,16833.60,17029.20,13495.00,2435.96,420840.00,88.00,98.08,26.10,1.57,0.54,0.12,
3.36,101.45,27.72,0.15,0.87,35990.00,18158.40,16456.20,10606.00,5181.31,926076.00,140.00,97.48,28.03,1.58,0.65,0.30,
1.58,104.39,34.11,0.60,0.18,26061.00,17608.10,16575.80,13145.00,3452.61,334554.00,58.00,98.55,34.39,1.93,0.69,0.11,
0.38,102.40,34.10,0.32,0.46,20285.00,15028.00,13007.90,12555.00,3096.25,60112.00,18.00,96.51,34.22,0.97,0.77,0.01,
2.37,102.48,34.84,0.21,0.55,29746.00,15270.70,14058.40,11408.00,3734.61,458122.00,98.00,96.25,35.16,1.50,0.55,0.14,
0.50,102.29,34.50,0.42,0.30,15795.00,13938.00,12717.90,12340.00,1341.30,69690.00,22.00,96.19,34.78,1.32,0.73,0.02,
0.97,104.69,34.95,0.21,0.60,18645.00,14711.00,13965.70,12744.00,1780.67,176532.00,46.00,98.58,35.22,1.84,0.56,0.04,
0.64,104.59,35.27,0.22,0.49,16333.00,14974.60,14960.20,12921.00,1216.26,104822.00,30.00,98.37,35.44,2.48,0.55,0.02,
2.43,98.22,22.24,0.38,0.51,39781.00,22310.30,20842.90,14398.00,6640.89,847791.00,94.00,95.55,22.61,2.31,0.76,0.24,
0.83,100.74,24.04,0.19,0.76,25638.00,19743.40,16606.10,16239.00,3433.56,138204.00,30.00,97.74,24.32,2.11,0.68,0.04,
4.97,100.33,26.64,0.43,0.30,27295.00,17554.20,16569.50,12612.00,3672.14,1281460.00,190.00,96.60,27.04,2.00,0.55,0.42,
0.21,101.45,26.82,0.39,0.47,16631.00,15521.70,14245.00,14245.00,981.24,46565.00,14.00,97.80,26.90,1.67,0.75,0.01,
2.17,101.86,26.66,0.65,0.17,25643.00,17710.30,16336.30,14714.00,3090.32,425048.00,94.00,98.14,27.19,2.18,0.50,0.11,
2.03,104.02,30.61,0.37,0.49,22547.00,14879.00,14318.40,12170.00,2340.28,401732.00,94.00,99.28,30.96,2.29,0.57,0.12,
0.11,104.34,31.25,0.25,0.44,13339.00,12682.00,12299.00,12299.00,466.70,38046.00,14.00,99.50,31.36,1.84,0.64,0.00,
0.61,104.54,31.46,0.32,0.37,16503.00,14259.00,14152.10,12409.00,1384.90,114072.00,30.00,99.58,31.74,1.87,0.71,0.03,
1.89,103.47,35.70,0.25,0.70,29040.00,18365.60,16791.40,13517.00,3982.36,385678.00,72.00,96.96,36.06,2.14,0.63,0.12,
0.51,103.56,36.17,0.43,0.28,16248.00,13044.70,12107.40,11052.00,1700.79,78268.00,26.00,96.98,36.32,0.97,0.57,0.01,
2.99,103.57,36.26,0.30,0.63,27323.00,17542.50,16622.70,11580.00,4344.30,754326.00,122.00,96.83,36.68,1.99,0.66,0.26,
0.84,98.64,20.07,0.45,0.28,15176.00,13557.00,13360.80,12743.00,753.75,135570.00,42.00,96.50,20.32,1.89,0.48,0.02,
1.36,99.06,19.93,0.17,0.65,21763.00,15057.90,13396.40,11612.00,2850.75,271043.00,58.00,96.95,20.21,2.28,0.70,0.09,
2.35,98.33,23.05,0.45,0.42,26646.00,16528.70,14393.90,12125.00,3607.06,479331.00,96.00,95.47,23.39,2.62,0.56,0.14,
1.45,98.61,24.20,0.15,0.42,22315.00,13628.90,12156.60,9691.00,3391.26,204434.00,58.00,95.50,24.42,2.53,0.57,0.07,
0.25,98.53,23.94,0.16,0.84,12605.00,11941.00,11747.70,11329.00,466.34,47764.00,18.00,95.50,24.08,3.02,0.70,0.01,
1.17,100.44,27.61,0.37,0.52,26245.00,15414.10,14612.00,10973.00,3672.11,215797.00,52.00,96.45,27.91,2.72,0.70,0.07,
4.63,102.54,28.19,0.29,0.46,27628.00,18672.30,17942.50,14578.00,3684.67,1195020.00,180.00,98.42,28.68,2.37,0.53,0.36,
0.35,103.05,29.16,0.72,0.12,18171.00,14662.80,13214.00,13214.00,2053.17,58651.00,18.00,98.77,29.36,1.41,0.67,0.01,
1.31,103.27,28.81,0.23,0.53,20212.00,15644.40,15139.60,12706.00,2002.32,203377.00,50.00,99.07,29.08,2.27,0.54,0.06,
0.13,103.41,29.31,0.25,0.44,14847.00,13305.70,12499.00,12499.00,1090.28,39917.00,14.00,99.13,29.37,2.18,0.67,0.00,
0.25,103.17,28.68,0.25,0.44,17304.00,15736.70,14847.00,14847.00,1111.64,47210.00,14.00,99.02,28.77,3.30,0.74,0.01,
0.83,103.23,28.93,0.08,0.58,18205.00,15700.60,15191.80,13028.00,1882.46,125605.00,34.00,98.93,29.26,3.68,0.64,0.04,
0.58,104.87,29.88,0.32,0.47,14659.00,12722.20,12044.70,11589.00,1077.85,114500.00,38.00,100.46,30.01,2.31,0.62,0.02,
2.55,103.99,32.12,0.28,0.66,24030.00,18006.90,17820.30,13774.00,2550.16,702268.00,112.00,98.74,32.53,2.58,0.62,0.19,
2.66,103.38,33.08,0.36,0.53,28559.00,18826.60,17799.90,13830.00,3895.98,602452.00,106.00,97.76,33.52,2.57,0.58,0.18,
0.37,103.63,33.18,0.25,0.44,27737.00,21998.30,15799.00,15799.00,4884.54,65995.00,14.00,98.10,33.32,2.53,0.78,0.01,
0.96,104.39,34.41,0.29,0.57,18743.00,16719.80,15874.30,14663.00,1449.96,183918.00,40.00,98.44,34.66,2.71,0.71,0.05,
0.09,104.18,34.62,0.00,1.92,14476.00,13818.30,13241.00,13241.00,507.39,41455.00,14.00,98.16,34.75,3.14,0.72,0.00,
3.71,103.68,34.78,0.19,0.78,38144.00,19132.10,17364.10,13516.00,4755.46,1090530.00,142.00,97.47,35.24,2.42,0.62,0.32,
2.07,97.36,22.29,0.35,0.56,25337.00,14490.10,12848.10,11000.00,3373.96,362252.00,92.00,94.64,22.67,2.96,0.57,0.12,
0.92,100.64,22.84,0.32,0.55,18347.00,15875.50,15230.60,12303.00,2008.37,174631.00,44.00,97.89,23.14,3.09,0.68,0.05,
0.55,100.89,22.79,0.38,0.26,15342.00,13513.30,12931.20,12458.00,983.36,81080.00,26.00,98.17,23.00,3.75,0.66,0.02,
0.19,100.64,23.48,0.12,0.93,14233.00,13747.70,13059.00,13059.00,500.37,41243.00,14.00,97.74,23.67,3.77,0.63,0.00,
0.58,100.25,23.42,0.18,0.48,19776.00,16461.20,15443.30,14029.00,1867.16,98767.00,26.00,97.40,23.58,2.56,0.60,0.02,
1.15,100.68,23.75,0.35,0.42,22678.00,16725.30,15641.40,14527.00,2555.73,217429.00,54.00,97.72,24.08,2.76,0.61,0.06,
3.09,101.20,24.24,0.44,0.40,28367.00,18308.80,16976.00,14002.00,3722.83,659117.00,118.00,98.12,24.60,2.79,0.54,0.20,
1.68,101.59,29.80,0.18,0.63,21135.00,14350.80,13814.10,10606.00,2646.83,330068.00,74.00,96.94,30.25,3.03,0.67,0.11,
0.76,101.50,29.29,0.70,0.17,16344.00,14423.80,13751.60,12795.00,1245.91,129814.00,32.00,97.05,29.54,3.03,0.70,0.04,
0.49,101.32,29.24,0.88,0.07,16238.00,13302.50,12649.50,10602.00,2079.65,79815.00,26.00,96.89,29.41,3.51,0.75,0.02,
1.23,102.56,31.71,0.16,0.63,19518.00,17005.90,15896.00,14763.00,1674.58,187065.00,40.00,97.43,31.94,2.15,0.56,0.05,
2.80,102.67,31.32,0.49,0.34,28641.00,18514.10,17797.00,12957.00,3754.00,703537.00,114.00,97.58,31.78,2.99,0.64,0.23,
2.32,103.18,31.50,0.16,0.72,25453.00,18367.30,17856.70,13449.00,3514.77,495917.00,102.00,98.02,32.08,3.06,0.53,0.13,
1.16,104.44,35.97,0.40,0.47,22002.00,15218.50,14133.60,12271.00,2939.19,228277.00,52.00,97.91,36.23,2.93,0.72,0.07,
0.30,104.65,36.59,0.39,0.38,13446.00,12834.80,12805.00,12154.00,460.31,51339.00,18.00,97.93,36.81,2.77,0.68,0.01,
4.10,113.47,18.72,0.37,0.53,24404.00,16124.80,15379.40,11848.00,2681.11,983610.00,172.00,111.79,19.21,3.30,0.57,0.33,
1.64,98.10,19.42,0.43,0.43,23019.00,15172.50,14621.70,11764.00,2715.38,318623.00,72.00,96.05,19.75,2.97,0.67,0.11,
2.12,98.27,20.90,0.49,0.33,25144.00,17053.70,16163.30,12442.00,3029.50,460450.00,90.00,95.92,21.16,3.00,0.66,0.15,
3.58,113.92,20.31,0.25,0.62,25831.00,15623.20,14153.00,9929.00,4089.39,874898.00,170.00,111.91,21.07,3.18,0.56,0.27,
2.93,99.15,21.03,0.38,0.45,30477.00,18235.60,16819.20,12995.00,4581.10,765895.00,120.00,96.77,21.36,3.10,0.64,0.24,
0.26,99.64,21.39,0.25,0.44,15678.00,14740.70,14062.00,14062.00,684.61,44222.00,14.00,97.24,21.46,3.33,0.72,0.01,
1.69,114.37,22.43,0.53,0.33,30492.00,15303.40,13674.30,10833.00,4305.33,382585.00,84.00,112.04,22.76,2.96,0.69,0.12,
2.94,98.87,22.15,0.35,0.54,30053.00,17526.70,15911.60,12042.00,4172.69,753647.00,126.00,96.18,22.65,3.37,0.62,0.23,
0.16,99.10,22.16,0.39,0.47,14275.00,13404.00,12789.00,12789.00,633.09,40212.00,14.00,96.49,22.30,3.75,0.82,0.00,
1.38,100.72,26.59,0.18,0.65,23232.00,18273.10,17425.40,14223.00,3094.91,292369.00,54.00,97.04,26.83,2.87,0.71,0.09,
0.31,101.20,28.19,0.25,0.44,16198.00,15268.00,14075.00,14075.00,886.44,45804.00,14.00,97.13,28.33,2.09,0.73,0.01,
0.49,101.05,27.91,0.25,0.44,26210.00,23036.00,19731.00,19731.00,2646.67,69108.00,14.00,97.02,28.15,2.43,0.75,0.02,
3.42,101.21,28.35,0.25,0.74,29815.00,18807.40,17567.50,12775.00,4886.29,902756.00,130.00,96.99,28.78,2.86,0.63,0.30,
0.24,102.16,29.87,0.25,0.50,13007.00,12095.80,11973.80,10707.00,884.80,48383.00,18.00,97.66,30.00,0.75,0.80,0.01,
1.04,102.48,29.77,0.36,0.50,17841.00,13725.40,12733.90,11271.00,2167.85,164705.00,48.00,97.96,30.07,1.36,0.59,0.04,
2.89,102.85,29.86,0.49,0.33,26311.00,17492.70,16327.00,12999.00,3171.22,682214.00,124.00,98.24,30.31,2.96,0.56,0.19,
0.38,103.09,29.52,0.41,0.42,16450.00,14648.20,13889.70,13637.00,1156.85,87889.00,24.00,98.69,29.67,2.68,0.63,0.01,
3.00,103.00,30.74,0.19,0.63,32455.00,17883.30,17015.00,12185.00,3773.41,733216.00,130.00,98.15,31.08,3.06,0.55,0.20,
1.57,103.23,32.96,0.29,0.60,33488.00,20066.00,18813.50,14223.00,4847.13,361188.00,56.00,97.68,33.26,3.01,0.71,0.11,
0.86,104.25,34.07,0.51,0.22,17599.00,15663.10,15035.00,14546.00,1080.15,156631.00,42.00,98.40,34.31,3.13,0.54,0.03,
1.29,113.32,19.61,0.60,0.26,17369.00,14289.80,13731.30,11361.00,1834.20,228637.00,58.00,111.51,19.84,3.48,0.62,0.07,
2.80,99.63,23.98,0.28,0.63,25411.00,15085.70,14184.00,12043.00,2771.25,543085.00,120.00,96.54,24.42,3.32,0.51,0.16,
0.48,99.89,25.26,0.58,0.28,21251.00,16361.70,15130.30,14287.00,2286.50,98170.00,24.00,96.53,25.49,3.21,0.78,0.02,
2.57,100.33,25.35,0.58,0.24,20525.00,17224.20,17139.90,13960.00,1854.54,516725.00,106.00,96.90,25.80,3.30,0.47,0.13,
0.88,100.51,26.09,0.22,0.25,21651.00,16456.80,15688.70,14485.00,2007.96,164568.00,40.00,96.93,26.29,4.09,0.57,0.03,
8.86,101.39,25.48,0.31,0.47,39189.00,20476.90,18597.60,12832.00,5212.26,2907720.00,368.00,97.86,26.24,3.84,0.48,0.81,
0.18,100.80,25.43,0.00,1.92,17834.00,16691.00,14511.00,14511.00,1542.10,50073.00,14.00,97.43,25.54,4.05,0.60,0.00,
7.60,102.25,26.93,0.51,0.34,44805.00,20401.30,19005.00,14085.00,5017.02,2427750.00,278.00,98.38,27.64,3.38,0.51,0.71,
3.71,113.73,21.86,0.14,0.63,23755.00,15790.60,15252.00,12052.00,2659.91,647414.00,136.00,111.44,22.29,4.18,0.49,0.23,
1.26,101.60,27.14,0.53,0.29,29875.00,20624.40,17435.20,15846.00,4356.39,288741.00,48.00,97.73,27.52,3.62,0.72,0.08,
0.61,101.76,27.66,0.21,0.42,22147.00,15377.80,13179.80,12582.00,3540.94,76889.00,22.00,97.79,27.83,4.28,0.57,0.02,
