Value,Area,Distance from Origin,Distance to Image Border XY,Ellipticity (oblate),Ellipticity (prolate),Intensity Max,Intensity Mean,Intensity Median,Intensity Min,Intensity StdDev,Intensity Sum,Number of Vertices,Position X,Position Y,Position Z,Sphericity,Volume
,0.69,152.27,15.89,0.58,0.16,11542.00,7017.13,6580.83,5095.00,1866.90,56137.00,30.00,72.87,133.70,0.16,0.72,0.03
,0.26,152.35,15.92,0.08,0.53,5883.00,5340.75,5208.19,4907.00,353.47,21363.00,18.00,72.63,133.92,0.66,0.59,0.01
,0.28,152.52,15.72,0.25,0.44,6270.00,5730.33,4820.00,4820.00,647.39,17191.00,14.00,72.72,134.07,0.31,0.69,0.01
,0.20,151.49,16.42,0.25,0.44,5269.00,4931.00,4555.00,4555.00,292.73,14793.00,14.00,71.64,133.47,0.94,0.69,0.00
,0.60,150.36,18.46,0.20,0.58,8518.00,6905.22,6434.57,6277.00,746.73,62147.00,34.00,73.32,131.27,0.48,0.68,0.02
,0.32,150.93,18.14,0.25,0.44,8866.00,7774.67,6649.00,6649.00,905.41,23324.00,14.00,73.69,131.71,0.88,0.67,0.01
,1.55,151.46,16.89,0.25,0.74,8224.00,6402.74,5904.09,5341.00,967.16,121652.00,70.00,72.87,132.78,0.37,0.51,0.07
,0.23,151.07,17.38,0.25,0.44,5877.00,5749.67,5582.00,5582.00,123.78,17249.00,14.00,72.65,132.46,0.69,0.75,0.01
,0.30,151.57,16.79,0.39,0.38,5888.00,5469.75,5360.69,5121.00,278.22,21879.00,18.00,72.66,133.01,0.70,0.76,0.01
,0.24,151.37,16.84,0.39,0.47,5861.00,5582.00,5132.00,5132.00,321.24,16746.00,14.00,72.30,132.98,1.05,0.78,0.01
,0.37,153.56,15.07,0.14,0.58,8385.00,6469.60,5607.20,5123.00,1261.38,32348.00,22.00,74.07,134.51,0.45,0.62,0.01
,15.95,160.86,2.12,0.21,0.33,65535.00,17575.30,13280.30,6863.00,12083.90,4516840.00,630.00,65.77,146.79,0.68,0.43,1.67
,0.45,161.68,2.02,0.58,0.00,13286.00,11111.40,10031.10,9161.00,1576.51,55557.00,20.00,65.49,147.82,0.33,0.68,0.02
,0.22,161.51,2.21,0.25,0.44,9680.00,9306.33,8772.00,8772.00,387.72,27919.00,14.00,65.41,147.67,0.87,0.69,0.01
,0.26,161.69,2.00,0.25,0.44,10193.00,8532.33,6929.00,6929.00,1333.14,25597.00,14.00,65.53,147.81,1.27,0.72,0.01
,0.14,161.58,2.02,0.39,0.47,6780.00,6350.33,5909.00,5909.00,355.68,19051.00,14.00,65.33,147.77,1.65,0.84,0.00
,1.01,161.08,1.78,0.39,0.49,7565.00,6443.00,6294.75,5120.00,696.73,70873.00,44.00,63.79,147.91,0.49,0.60,0.04
,0.21,161.36,1.89,0.39,0.47,8243.00,7195.00,6288.00,6288.00,804.33,21585.00,14.00,64.46,147.93,0.45,0.86,0.01
,1.15,161.82,1.49,0.49,0.37,12394.00,8860.80,8068.18,6408.00,1964.28,88608.00,42.00,65.10,148.15,0.33,0.56,0.05
,0.20,161.81,1.01,0.39,0.47,6368.00,5553.67,4867.00,4867.00,619.40,16661.00,14.00,63.66,148.76,0.45,0.84,0.01
,0.36,153.93,15.08,0.32,0.46,7439.00,6475.00,6235.54,5616.00,659.83,25900.00,18.00,74.40,134.75,0.27,0.69,0.01
,0.51,153.90,14.94,0.32,0.40,7035.00,6226.40,5925.98,5077.00,676.20,31132.00,22.00,74.34,134.74,0.94,0.68,0.02
,0.30,150.96,17.00,0.10,0.00,5558.00,4924.50,4711.44,4268.00,482.94,19698.00,18.00,71.63,132.88,1.09,0.68,0.01
,6.18,160.54,3.19,0.23,0.70,17265.00,10706.10,10045.60,6940.00,2224.63,717312.00,220.00,66.50,146.12,0.95,0.43,0.41
,4.29,159.27,4.83,0.17,0.61,15065.00,8400.38,7539.26,4651.00,2581.91,436820.00,172.00,66.66,144.64,1.49,0.46,0.26
,0.21,158.99,4.85,0.25,0.44,6200.00,5482.33,4717.00,4717.00,606.37,16447.00,14.00,65.25,144.98,1.02,0.74,0.01
,0.34,158.96,4.70,0.47,0.32,10549.00,7083.75,5727.66,4727.00,2202.34,28335.00,18.00,65.01,145.05,1.36,0.84,0.01
,0.34,159.04,4.81,0.39,0.38,8116.00,7033.75,6669.54,6499.00,636.77,28135.00,18.00,65.33,145.00,1.67,0.75,0.01
,0.19,158.96,4.76,0.12,0.93,5971.00,5574.00,4927.00,4927.00,461.42,16722.00,14.00,64.97,145.07,1.96,0.67,0.00
,8.32,159.67,4.06,0.33,0.41,20136.00,9979.78,9091.31,5856.00,2765.49,978018.00,314.00,65.92,145.42,1.51,0.39,0.55
,0.44,160.01,4.07,0.03,0.98,11623.00,10689.00,9785.00,9785.00,750.66,32067.00,14.00,65.96,145.77,1.64,0.58,0.01
,0.54,159.60,4.50,0.33,0.43,11388.00,9360.00,8944.18,6951.00,1453.35,46800.00,22.00,66.05,145.26,2.73,0.65,0.02
,0.26,160.37,2.73,0.25,0.44,6754.00,6189.67,5614.00,5614.00,465.47,18569.00,14.00,63.92,147.07,1.57,0.64,0.01
,0.42,160.61,2.44,0.51,0.22,8455.00,6397.20,5779.77,5625.00,1043.98,31986.00,22.00,63.87,147.35,1.46,0.62,0.01
,0.53,160.84,2.34,0.32,0.46,10869.00,9054.75,8432.00,8432.00,1047.65,36219.00,18.00,64.28,147.42,1.57,0.76,0.02
,0.35,160.27,2.44,0.39,0.38,6695.00,5701.75,5617.19,4818.00,666.11,22807.00,18.00,63.00,147.36,1.03,0.77,0.01
,0.57,160.54,2.18,0.19,0.68,7544.00,6523.80,5773.60,5465.00,777.75,32619.00,22.00,63.06,147.63,1.32,0.72,0.02
,0.36,160.65,2.20,0.25,0.44,8684.00,6960.67,5649.00,5649.00,1272.77,20882.00,14.00,63.48,147.57,1.46,0.73,0.01
,0.53,161.22,2.30,0.54,0.32,14456.00,9092.80,7467.08,6810.00,2775.18,45464.00,22.00,65.05,147.51,1.44,0.70,0.02
,1.53,160.53,2.78,0.52,0.30,9702.00,7614.75,7731.37,5851.00,1082.23,121836.00,64.00,64.73,146.89,1.63,0.49,0.06
,0.65,160.89,1.73,0.36,0.43,8239.00,5958.33,5290.23,5013.00,1165.61,35750.00,26.00,63.05,148.02,0.54,0.60,0.02
,0.62,161.05,1.75,0.55,0.28,8296.00,6647.17,6651.25,5200.00,1042.69,39883.00,24.00,63.55,147.98,0.88,0.73,0.03
,0.74,160.86,1.93,0.16,0.46,8470.00,6369.50,5535.63,5340.00,1225.10,50956.00,34.00,63.38,147.84,1.64,0.58,0.03
,0.51,160.97,2.02,0.05,0.00,7593.00,6319.80,5251.44,5053.00,1005.23,31599.00,22.00,63.65,147.83,2.67,0.57,0.01
,0.31,161.07,2.06,0.16,0.84,7055.00,6485.25,5996.00,5996.00,491.64,25941.00,18.00,64.18,147.73,0.61,0.68,0.01
,0.74,161.01,1.92,0.11,0.60,12274.00,7802.71,6605.51,5493.00,2041.30,54619.00,30.00,63.81,147.82,1.67,0.71,0.04
,1.53,157.93,5.97,0.24,0.62,9426.00,6041.24,5337.38,4345.00,1690.81,102701.00,66.00,65.51,143.69,2.10,0.56,0.07
,1.73,159.19,4.72,0.24,0.69,16397.00,9400.10,8631.28,6202.00,2299.34,188002.00,70.00,65.86,144.91,1.89,0.64,0.11
,2.33,160.01,4.11,0.16,0.57,15009.00,9790.13,9062.32,7359.00,2075.24,234963.00,88.00,66.63,145.47,1.68,0.55,0.14
,5.21,160.31,3.40,0.29,0.54,16126.00,9444.53,8833.66,6196.00,2115.23,538338.00,184.00,66.43,145.88,2.52,0.46,0.35
,0.26,160.27,4.23,0.25,0.44,9863.00,8375.00,7269.00,7269.00,1092.90,25125.00,14.00,66.99,145.58,2.19,0.74,0.01
,0.14,160.38,3.97,0.39,0.47,6018.00,5427.33,4992.00,4992.00,433.02,16282.00,14.00,66.51,145.88,4.04,0.83,0.00
,0.18,160.19,4.11,0.39,0.47,6124.00,5494.33,5096.00,5096.00,450.43,16483.00,14.00,66.36,145.74,4.37,0.81,0.01
,2.14,161.57,1.53,0.31,0.62,10681.00,7059.81,6602.10,4975.00,1494.45,190615.00,94.00,64.54,148.11,1.93,0.59,0.13
,0.64,157.92,6.25,0.21,0.42,8722.00,6264.20,4786.47,4724.00,1472.43,31321.00,24.00,65.84,143.52,2.24,0.68,0.03
,3.74,159.32,4.83,0.21,0.65,16258.00,9968.39,9197.27,6540.00,2659.67,378799.00,136.00,66.80,144.63,1.89,0.48,0.22
,0.98,159.02,4.51,0.56,0.30,8849.00,6441.70,6493.00,4881.00,1136.05,64417.00,42.00,64.98,145.12,2.31,0.55,0.04
,0.33,159.07,4.78,0.03,0.98,10199.00,7459.33,5980.00,5980.00,1939.30,22378.00,14.00,65.24,145.05,2.89,0.67,0.01
,0.25,158.80,5.15,0.32,0.46,6015.00,5213.25,4847.46,4800.00,486.18,20853.00,18.00,65.32,144.69,3.70,0.74,0.01
,3.34,161.03,3.39,0.11,0.72,13438.00,7307.69,6421.81,4590.00,2125.22,285000.00,134.00,67.41,146.23,1.98,0.50,0.20
,0.17,160.71,4.15,0.80,0.13,6515.00,5150.75,4768.83,4455.00,801.89,20603.00,16.00,67.82,145.68,2.25,0.87,0.01
,2.05,160.82,2.09,0.27,0.64,11072.00,7574.36,7057.77,5166.00,1594.10,189359.00,84.00,63.99,147.52,2.35,0.62,0.14
,0.34,160.76,2.17,0.25,0.44,8117.00,7382.33,6231.00,6231.00,824.40,22147.00,14.00,63.63,147.62,2.01,0.76,0.01
,0.55,160.70,2.52,0.44,0.37,11728.00,7635.50,6521.81,5529.00,2140.01,45813.00,24.00,64.31,147.25,2.31,0.74,0.02
,0.17,161.11,2.07,0.25,0.44,6134.00,5802.67,5145.00,5145.00,465.05,17408.00,14.00,64.08,147.79,2.76,0.69,0.00
,0.82,158.40,5.57,0.33,0.43,11693.00,7580.25,7435.70,5282.00,1912.51,60642.00,32.00,65.58,144.16,2.61,0.72,0.04
,0.17,159.67,3.53,0.25,0.44,5258.00,4809.67,4399.00,4399.00,351.70,14429.00,14.00,63.91,146.31,2.10,0.62,0.00
,0.20,159.99,3.20,0.39,0.47,6645.00,5768.00,5183.00,5183.00,631.56,17304.00,14.00,64.10,146.57,1.94,0.80,0.01
,0.32,160.32,3.04,0.25,0.44,10097.00,7480.67,5624.00,5624.00,1903.46,22442.00,14.00,64.38,146.80,2.40,0.73,0.01
,0.24,160.31,2.91,0.25,0.50,8175.00,5917.00,5140.54,4841.00,1324.47,23668.00,18.00,64.14,146.89,2.55,0.73,0.01
,0.35,162.15,1.38,0.32,0.40,7226.00,5369.40,4655.02,4495.00,995.21,26847.00,22.00,65.59,148.28,2.09,0.70,0.01
,0.37,162.08,1.38,0.50,0.28,5946.00,5111.17,4918.96,4540.00,482.76,30667.00,26.00,65.20,148.35,3.20,0.70,0.01
,0.76,158.53,5.49,0.46,0.22,10408.00,7969.25,7821.79,5842.00,1645.69,63754.00,34.00,65.87,144.17,2.89,0.68,0.04
,3.23,159.76,4.39,0.50,0.32,13889.00,9387.29,8667.14,6816.00,2040.00,319168.00,122.00,66.59,145.20,2.72,0.44,0.16
,0.24,159.86,4.42,0.25,0.50,7068.00,6525.75,6065.23,5947.00,519.83,26103.00,18.00,66.53,145.30,4.05,0.71,0.01
,0.31,161.85,0.93,0.25,0.44,7530.00,5798.67,4232.00,4232.00,1351.43,17396.00,14.00,63.48,148.86,2.75,0.75,0.01
,1.17,158.09,5.96,0.32,0.52,8161.00,6366.91,5973.14,5032.00,944.06,70036.00,40.00,65.79,143.72,2.82,0.55,0.05
,13.46,159.39,4.74,0.36,0.35,35586.00,11398.80,9868.81,5386.00,4892.85,2496350.00,518.00,67.37,144.42,3.45,0.45,1.41
,0.25,159.46,5.27,0.00,1.92,9118.00,8126.33,6938.00,6938.00,900.78,24379.00,14.00,67.10,144.58,4.64,0.66,0.01
,0.29,159.91,4.74,0.22,0.61,8267.00,7114.75,7127.59,5489.00,1022.59,28459.00,18.00,67.21,145.02,4.64,0.86,0.01
,0.09,160.01,4.16,0.25,0.44,5660.00,5427.67,5018.00,5018.00,290.55,16283.00,14.00,66.11,145.67,3.70,0.56,0.00
,0.26,161.52,1.62,0.25,0.44,6514.00,5807.67,5357.00,5357.00,505.76,17423.00,14.00,64.18,148.19,2.93,0.73,0.01
,3.01,159.19,4.94,0.36,0.48,14519.00,9963.69,9507.03,7871.00,1809.34,288947.00,104.00,66.43,144.63,3.05,0.53,0.19
,0.49,159.33,4.92,0.05,0.00,8544.00,7564.20,7352.91,6729.00,595.27,37821.00,22.00,66.17,144.90,3.46,0.62,0.02
,2.73,158.98,5.16,0.45,0.39,14100.00,8975.63,8299.60,6749.00,1797.94,359025.00,108.00,66.61,144.29,4.22,0.65,0.22
,6.12,158.94,5.36,0.27,0.51,17720.00,9807.77,8946.41,6710.00,2396.99,608082.00,196.00,67.06,144.03,4.53,0.40,0.36
,0.68,159.00,5.46,0.22,0.51,13464.00,9160.17,8126.79,6799.00,2233.64,54961.00,26.00,66.59,144.29,5.17,0.75,0.03
,0.38,152.50,17.75,0.49,0.28,9023.00,6638.80,5649.11,5061.00,1492.12,33194.00,22.00,76.30,132.04,0.18,0.67,0.01
,0.25,152.39,17.71,0.16,0.40,7223.00,5703.25,5176.91,4895.00,904.36,22813.00,18.00,75.91,132.13,0.43,0.70,0.01
,4.91,153.47,15.51,0.37,0.47,12702.00,7571.03,6871.38,4846.00,1865.15,439120.00,200.00,75.08,133.85,0.50,0.43,0.29
,0.57,153.00,16.10,0.21,0.41,9292.00,7202.83,6087.63,5874.00,1291.07,43217.00,26.00,74.43,133.68,0.44,0.66,0.02
,0.53,153.63,15.38,0.21,0.38,8288.00,6716.00,6575.71,5423.00,1004.02,40296.00,26.00,74.54,134.34,0.58,0.67,0.02
,0.41,153.88,15.34,0.32,0.46,8039.00,7319.75,6892.45,6486.00,648.78,29279.00,18.00,74.81,134.47,0.54,0.74,0.02
,0.30,153.62,15.65,0.39,0.47,9259.00,7821.33,5750.00,5750.00,1500.98,23464.00,14.00,74.89,134.13,0.74,0.85,0.01
,0.26,153.96,15.16,0.27,0.00,7040.00,5905.33,5094.00,5094.00,826.69,17716.00,14.00,74.63,134.65,0.89,0.74,0.01
,2.93,152.11,18.28,0.49,0.36,20779.00,8500.03,7697.41,5130.00,2913.45,297501.00,114.00,76.69,131.36,0.47,0.56,0.20
,0.17,151.93,18.91,0.25,0.44,5695.00,5181.33,4621.00,4621.00,439.70,15544.00,14.00,77.09,130.92,1.16,0.69,0.00
,4.86,148.68,21.79,0.42,0.43,15773.00,8835.19,8107.82,5710.00,2603.84,503606.00,186.00,75.99,127.69,4.98,0.46,0.31
,0.41,148.82,22.07,0.23,0.37,10784.00,8147.00,6980.38,6276.00,1726.58,32588.00,18.00,76.09,127.76,5.68,0.65,0.01
,2.98,149.70,21.66,0.42,0.44,11689.00,7281.13,6661.82,4951.00,1758.84,276683.00,120.00,77.66,127.87,5.27,0.53,0.19
,3.10,149.73,21.25,0.36,0.42,13655.00,8442.65,8172.50,5399.00,1977.13,312378.00,124.00,77.10,128.28,4.29,0.50,0.18
,9.25,149.97,20.47,0.25,0.73,20321.00,10400.20,9502.64,5821.00,3032.55,1466430.00,360.00,76.53,128.85,5.45,0.48,0.87
,0.16,150.21,20.94,0.00,1.92,7188.00,6657.67,6246.00,6246.00,393.62,19973.00,14.00,76.96,128.85,6.13,0.62,0.00
,1.49,148.03,22.55,0.31,0.38,11554.00,7201.53,5897.78,5002.00,1897.49,122426.00,60.00,75.83,127.01,5.59,0.64,0.09
,0.22,148.13,22.85,0.25,0.44,6149.00,5855.67,5305.00,5305.00,389.66,17567.00,14.00,76.07,126.94,6.52,0.70,0.01
,12.79,148.18,22.97,0.25,0.53,38310.00,11794.00,10053.50,5128.00,5480.98,2405980.00,484.00,77.12,126.37,6.49,0.45,1.29
,0.29,148.32,23.24,0.39,0.47,7584.00,6614.00,5342.00,5342.00,939.87,19842.00,14.00,77.30,126.49,4.94,0.77,0.01
,0.24,148.83,23.28,0.03,0.98,8532.00,7596.00,6223.00,6223.00,992.00,22788.00,14.00,77.99,126.59,6.59,0.61,0.01
,0.89,149.31,22.20,0.42,0.44,11893.00,9099.67,8223.59,6130.00,2030.94,81897.00,32.00,77.60,127.42,5.84,0.71,0.05
,0.29,149.80,21.81,0.25,0.44,8788.00,7373.00,6160.00,6160.00,1082.34,22119.00,14.00,77.67,127.95,5.88,0.74,0.01
,2.08,150.25,21.28,0.40,0.48,9870.00,6631.48,6630.38,4621.00,1298.72,165787.00,82.00,77.87,128.34,6.21,0.57,0.12
,1.90,147.66,24.01,0.36,0.42,13179.00,9185.15,8635.78,6417.00,2048.86,183703.00,70.00,77.45,125.55,6.36,0.60,0.12
,0.38,147.83,24.28,0.27,0.00,8579.00,7828.33,6913.00,6913.00,690.04,23485.00,14.00,77.80,125.56,5.97,0.72,0.01
,0.49,149.39,21.38,0.67,0.19,9152.00,6786.00,6152.98,5002.00,1412.70,40716.00,26.00,76.11,128.38,6.44,0.73,0.02
,1.97,149.84,20.76,0.45,0.36,13722.00,7831.05,7236.70,4796.00,2430.12,172283.00,82.00,76.29,128.81,6.32,0.50,0.09
,1.05,148.10,23.80,0.30,0.45,13444.00,9425.82,8125.55,7227.00,2039.48,103684.00,40.00,77.79,125.85,6.55,0.68,0.06
,2.54,149.12,22.26,0.26,0.49,12502.00,8347.13,7801.94,5547.00,1676.79,250414.00,100.00,77.66,127.14,6.40,0.58,0.17
,0.45,150.23,21.48,0.32,0.46,9219.00,6348.50,5518.80,5009.00,1674.25,25394.00,18.00,77.93,128.25,6.78,0.73,0.02
,7.30,147.52,24.71,0.45,0.41,14774.00,8804.09,8595.22,5010.00,2112.49,845193.00,270.00,78.44,124.66,8.19,0.46,0.57
,0.93,147.45,25.34,0.11,0.59,8505.00,6638.89,5943.25,4998.00,1093.71,59750.00,38.00,78.83,124.37,7.79,0.58,0.04
,0.54,146.97,25.32,0.24,0.63,8624.00,6795.57,6301.91,5462.00,1137.07,47569.00,30.00,77.70,124.51,7.67,0.63,0.02
,0.35,147.93,24.87,0.39,0.38,8687.00,6824.25,6420.68,5254.00,1235.24,27297.00,18.00,78.84,124.94,7.46,0.77,0.01
,0.49,146.95,25.41,0.25,0.44,13524.00,11206.00,8639.00,8639.00,2002.05,33618.00,14.00,77.79,124.40,8.15,0.79,0.02
,1.38,147.11,24.55,0.73,0.17,11223.00,7876.07,7223.91,5439.00,1840.82,110265.00,54.00,77.04,125.10,7.36,0.64,0.08
,0.29,147.51,24.24,0.80,0.13,8490.00,7656.50,7725.00,6551.00,700.30,30626.00,14.00,77.18,125.49,7.35,0.86,0.01
,6.30,148.17,23.80,0.21,0.66,15881.00,9064.64,8148.69,5123.00,2356.49,679848.00,232.00,78.05,125.73,7.43,0.44,0.44
,0.27,148.05,23.88,0.39,0.47,9087.00,8392.33,7961.00,7961.00,495.97,25177.00,14.00,77.47,125.90,7.94,0.82,0.01
,6.37,148.74,22.82,0.30,0.54,17654.00,9399.02,8397.39,5746.00,2935.11,582739.00,222.00,77.75,126.58,7.45,0.36,0.32
,0.74,148.79,23.11,0.25,0.26,11881.00,7116.88,5956.47,4987.00,2363.14,56935.00,32.00,77.67,126.63,8.46,0.65,0.03
,2.08,146.72,24.89,0.26,0.62,12137.00,6915.73,6606.21,4724.00,1591.87,179809.00,88.00,77.02,124.64,7.73,0.59,0.13
,0.40,147.04,24.48,0.24,0.43,5829.00,5477.33,5712.56,4587.00,462.84,32864.00,26.00,76.64,125.20,8.42,0.60,0.01
,0.22,147.62,24.18,0.47,0.32,7330.00,5558.25,5191.00,4386.00,1084.09,22233.00,18.00,76.95,125.64,9.16,0.87,0.01
,0.89,148.03,24.26,0.35,0.42,11963.00,8722.67,8213.28,6857.00,1473.82,78504.00,36.00,78.19,125.39,8.68,0.67,0.04
,3.04,146.82,25.77,0.16,0.81,16489.00,8688.65,8129.80,4731.00,2636.10,295414.00,116.00,78.30,123.88,8.83,0.53,0.19
,0.32,147.25,24.75,0.39,0.47,8943.00,7825.33,6691.00,6691.00,919.45,23476.00,14.00,77.34,125.05,7.94,0.84,0.01
,1.43,147.38,24.63,0.67,0.21,14874.00,9266.54,8095.38,6571.00,2256.01,120465.00,54.00,77.66,124.96,8.70,0.63,0.08
,0.25,147.10,24.90,0.25,0.44,8284.00,7332.33,6122.00,6122.00,901.38,21997.00,14.00,77.24,124.89,8.59,0.78,0.01
,0.35,148.62,23.99,0.25,0.44,9013.00,8030.67,6399.00,6399.00,1161.75,24092.00,14.00,78.62,125.86,8.07,0.72,0.01
,2.53,148.68,23.74,0.31,0.62,11576.00,7312.07,6870.93,5203.00,1719.41,204738.00,104.00,78.64,125.86,8.92,0.49,0.13
,0.67,147.35,25.28,0.84,0.10,11615.00,8867.14,7898.95,6997.00,1519.03,62070.00,26.00,78.46,124.39,9.14,0.76,0.03
,2.67,147.87,24.69,0.40,0.45,17070.00,8942.11,8271.25,5751.00,2250.46,250379.00,100.00,78.68,124.87,9.10,0.53,0.16
,0.27,145.93,27.04,0.12,0.93,10834.00,7079.33,4829.00,4829.00,2672.36,21238.00,14.00,78.29,122.79,9.45,0.77,0.01
,7.99,147.20,24.72,0.42,0.41,20819.00,9753.76,9248.11,5706.00,2638.01,1082670.00,320.00,77.85,124.56,9.66,0.46,0.67
,1.19,147.91,24.42,0.65,0.09,12427.00,8655.20,8172.25,6754.00,1531.58,86552.00,44.00,78.13,125.23,9.50,0.57,0.05
,0.43,148.18,24.42,0.51,0.22,8066.00,6722.40,6175.02,5693.00,847.79,33612.00,22.00,78.36,125.35,10.16,0.61,0.01
,0.68,148.30,24.11,0.21,0.59,9906.00,7916.17,7348.67,6289.00,1259.20,47497.00,26.00,78.21,125.64,9.51,0.63,0.03
,0.13,148.42,23.91,0.03,0.98,5555.00,5280.00,5110.00,5110.00,196.26,15840.00,14.00,77.83,126.00,9.78,0.46,0.00
,0.84,137.29,15.17,0.36,0.37,10644.00,6035.25,5405.00,4196.00,1911.25,48282.00,32.00,26.60,134.60,5.04,0.67,0.04
,0.27,152.56,1.30,0.39,0.47,6018.00,5550.33,4686.00,4686.00,611.86,16651.00,14.00,34.82,148.46,4.67,0.80,0.01
,0.29,152.94,0.91,0.32,0.46,10096.00,7035.25,6003.52,5922.00,1768.40,28141.00,18.00,34.62,148.89,4.89,0.76,0.01
,0.51,153.61,0.37,0.58,0.00,8658.00,7248.00,6518.34,5999.00,934.00,36240.00,20.00,35.24,149.44,4.86,0.73,0.02
,0.52,138.63,13.90,0.33,0.43,8509.00,6887.20,6072.50,6004.00,925.62,34436.00,22.00,26.96,135.91,4.57,0.60,0.02
,2.80,152.44,1.14,0.37,0.49,11156.00,7107.16,6592.66,4593.00,1818.93,227429.00,118.00,33.97,148.50,5.51,0.46,0.14
,2.49,153.04,0.15,0.52,0.33,13485.00,8517.96,8289.73,5521.00,2134.23,229985.00,100.00,33.19,149.30,5.21,0.54,0.15
,0.96,137.48,14.93,0.23,0.40,9705.00,6674.63,6313.28,5275.00,1363.22,53397.00,32.00,26.66,134.77,5.19,0.66,0.05
,0.30,137.60,14.97,0.53,0.12,5696.00,5218.40,5049.38,4957.00,261.48,26092.00,22.00,26.87,134.83,5.77,0.48,0.01
,0.39,137.92,14.33,0.32,0.46,8055.00,6428.25,6105.22,5153.00,1045.62,25713.00,18.00,25.45,135.45,5.07,0.73,0.01
,1.47,138.01,14.17,0.48,0.33,10309.00,6935.42,6073.01,4510.00,1789.80,131773.00,62.00,25.56,135.50,5.66,0.70,0.10
,0.74,138.35,14.01,0.11,0.62,9402.00,7193.86,6900.89,5941.00,983.17,50357.00,30.00,25.93,135.78,5.69,0.65,0.03
,0.80,138.04,14.32,0.23,0.35,8335.00,6111.00,5648.15,4996.00,1124.41,48888.00,34.00,25.88,135.44,6.42,0.61,0.03
,1.02,138.22,14.11,0.38,0.28,10178.00,7128.36,6498.64,5735.00,1339.16,78412.00,46.00,26.32,135.57,5.68,0.58,0.04
,1.47,139.05,13.17,0.19,0.55,10438.00,7197.88,6753.69,5079.00,1546.22,115166.00,52.00,26.22,136.46,5.18,0.62,0.08
,0.08,139.15,13.21,0.00,1.92,5235.00,5086.33,4791.00,4791.00,208.83,15259.00,14.00,25.85,136.62,5.24,0.60,0.00
,0.32,153.43,0.39,0.25,0.44,10160.00,8241.67,7159.00,7159.00,1360.21,24725.00,14.00,34.45,149.44,4.82,0.68,0.01
,0.58,153.32,0.41,0.09,0.52,10832.00,8502.33,7392.37,7085.00,1479.05,51014.00,26.00,34.28,149.34,5.48,0.65,0.02
,4.19,153.01,0.56,0.25,0.63,12405.00,8201.76,8041.48,5335.00,1714.89,377281.00,154.00,34.04,149.04,6.25,0.46,0.25
,0.18,152.59,1.18,0.25,0.44,6262.00,5915.33,5603.00,5603.00,270.12,17746.00,14.00,33.65,148.70,6.36,0.67,0.00
,0.21,153.19,0.73,0.03,0.98,6951.00,6755.33,6651.00,6651.00,138.45,20266.00,14.00,34.33,149.14,6.88,0.47,0.00
,0.25,153.29,0.45,0.08,0.53,6061.00,5036.75,4464.19,4299.00,707.40,20147.00,18.00,33.46,149.41,7.36,0.59,0.01
,0.22,153.59,0.04,0.39,0.47,8208.00,7227.67,6345.00,6345.00,763.70,21683.00,14.00,33.53,149.76,6.15,0.83,0.01
,0.29,137.23,15.51,0.12,0.93,6492.00,5523.67,3991.00,3991.00,1096.24,16571.00,14.00,27.73,134.26,6.16,0.73,0.01
,0.11,138.21,14.49,0.00,1.92,5286.00,5080.00,4799.00,4799.00,205.77,15240.00,14.00,27.37,135.38,4.95,0.61,0.00
,1.94,138.23,14.19,0.25,0.61,11128.00,7381.70,6687.49,5238.00,1700.31,169779.00,78.00,26.92,135.45,6.05,0.63,0.13
,1.05,138.19,14.47,0.21,0.38,7655.00,5361.09,4828.94,4143.00,1115.62,58972.00,48.00,27.83,135.23,5.93,0.51,0.04
,0.38,138.43,14.22,0.39,0.38,9430.00,6816.25,6162.01,5349.00,1553.26,27265.00,18.00,27.28,135.60,5.56,0.77,0.02
,1.54,138.51,13.86,0.21,0.59,9395.00,6973.75,6707.59,5656.00,1105.45,111580.00,58.00,26.83,135.79,5.37,0.55,0.07
,4.07,139.01,13.17,0.53,0.14,9976.00,6459.89,5904.67,3986.00,1591.82,290695.00,160.00,26.64,136.30,5.99,0.42,0.21
,0.19,138.79,13.77,0.44,0.21,6287.00,5167.50,4816.16,4664.00,651.88,20670.00,18.00,26.39,136.11,6.49,0.60,0.00
,7.24,153.76,0.00,0.23,0.75,14289.00,8992.41,8431.97,5469.00,1913.05,764355.00,266.00,35.25,149.54,6.31,0.42,0.50
,0.27,153.37,0.57,0.39,0.47,9632.00,8921.33,7613.00,7613.00,926.28,26764.00,14.00,34.74,149.26,6.14,0.83,0.01
,0.30,153.30,0.72,0.25,0.44,9406.00,8422.67,7226.00,7226.00,902.67,25268.00,14.00,34.92,149.11,6.86,0.73,0.01
,0.65,138.13,14.56,0.59,0.27,8949.00,6193.75,5211.72,4895.00,1424.36,49550.00,30.00,27.47,135.22,6.34,0.76,0.03
,0.32,152.13,1.74,0.03,0.98,7464.00,6487.67,5080.00,5080.00,1019.94,19463.00,14.00,34.20,148.12,5.90,0.62,0.01
,0.89,152.51,1.32,0.50,0.10,9053.00,6899.60,6084.65,5382.00,1216.78,68996.00,42.00,34.44,148.43,6.36,0.63,0.04
,0.64,152.94,1.03,0.52,0.23,9288.00,7239.86,6428.46,5646.00,1327.81,50679.00,30.00,35.19,148.70,6.36,0.71,0.03
